file,win_start,win_end,win_len,target_class,target_name,model_rel_start,model_abs_start,hallucinated,raw_reply
fold3_room21_mix002.wav,0.0,30.0,30,0,"Female speech, woman speaking",1.9,1.9,1,"[{""start"": 1.9}]"
fold3_room21_mix002.wav,0.0,30.0,30,2,Clapping,13.9,13.9,1,"[{""start"": 13.9}]"
fold3_room21_mix002.wav,0.0,30.0,30,6,"Walk, footsteps",12.7,12.7,1,"[{""start"": 12.7}]"
fold3_room21_mix002.wav,0.0,30.0,30,7,"Door, open or close",11.7,11.7,1,"[{""start"": 11.7}]"
fold3_room21_mix002.wav,0.0,30.0,30,8,Music,12.5,12.5,1,"[{""start"": 12.5}]"
fold3_room21_mix002.wav,0.0,30.0,30,11,Bell,13.7,13.7,1,"[{""start"": 13.7}]"
fold3_room21_mix002.wav,0.0,30.0,30,12,Knock,18.7,18.7,1,"[{""start"": 18.7}]"
fold3_room21_mix002.wav,30.0,60.0,30,0,"Female speech, woman speaking",1.7,31.7,1,"[{""start"": 1.7}]"
fold3_room21_mix002.wav,30.0,60.0,30,2,Clapping,18.9,48.9,1,"[{""start"": 18.9}]"
fold3_room21_mix002.wav,30.0,60.0,30,6,"Walk, footsteps",1.2,31.2,1,"[{""start"": 1.2}]"
fold3_room21_mix002.wav,30.0,60.0,30,7,"Door, open or close",13.3,43.3,1,"[{""start"": 13.3}]"
fold3_room21_mix002.wav,30.0,60.0,30,8,Music,1.4,31.4,1,"[{""start"": 1.4}]"
fold3_room21_mix002.wav,30.0,60.0,30,11,Bell,16.2,46.2,1,"[{""start"": 16.2}]"
fold3_room21_mix002.wav,30.0,60.0,30,12,Knock,11.7,41.7,1,"[{""start"": 11.7}]"
fold3_room21_mix002.wav,60.0,90.0,30,0,"Female speech, woman speaking",1.9,61.9,1,"[{""start"": 1.9}]"
fold3_room21_mix002.wav,60.0,90.0,30,2,Clapping,11.5,71.5,1,"[{""start"": 11.5}]"
fold3_room21_mix002.wav,60.0,90.0,30,6,"Walk, footsteps",14.1,74.1,1,"[{""start"": 14.1}]"
fold3_room21_mix002.wav,60.0,90.0,30,7,"Door, open or close",12.5,72.5,1,"[{""start"": 12.5}]"
fold3_room21_mix002.wav,60.0,90.0,30,8,Music,13.3,73.3,1,"[{""start"": 13.3}]"
fold3_room21_mix002.wav,60.0,90.0,30,11,Bell,21.7,81.7,1,"[{""start"": 21.7}]"
fold3_room21_mix002.wav,60.0,90.0,30,12,Knock,17.7,77.7,1,"[{""start"": 17.7}]"
fold3_room21_mix002.wav,90.0,120.0,30,0,"Female speech, woman speaking",1.4,91.4,1,"[{""start"": 1.4}]"
fold3_room21_mix002.wav,90.0,120.0,30,2,Clapping,13.1,103.1,1,"[{""start"": 13.1}]"
fold3_room21_mix002.wav,90.0,120.0,30,6,"Walk, footsteps",10.8,100.8,1,"[{""start"": 10.8}]"
fold3_room21_mix002.wav,90.0,120.0,30,7,"Door, open or close",15.2,105.2,1,"```json
[{""start"": 15.2}]
```"
fold3_room21_mix002.wav,90.0,120.0,30,8,Music,19.0,109.0,1,"[{""start"": 19.0}]"
fold3_room21_mix002.wav,90.0,120.0,30,11,Bell,13.7,103.7,1,"[{""start"": 13.7}]"
fold3_room21_mix002.wav,90.0,120.0,30,12,Knock,13.7,103.7,1,"[{""start"": 13.7}]"
