file,win_start,win_end,win_len,target_class,target_name,model_rel_start,model_abs_start,hallucinated,raw_reply
fold3_room21_mix002.wav,0.0,10.0,10,0,"Female speech, woman speaking",0.6,0.6,1,"[{""start"": 0.6}]"
fold3_room21_mix002.wav,0.0,10.0,10,2,Clapping,0.4,0.4,1,"[{""start"": 0.4}]"
fold3_room21_mix002.wav,0.0,10.0,10,6,"Walk, footsteps",1.4,1.4,1,"[{""start"": 1.4}]"
fold3_room21_mix002.wav,0.0,10.0,10,7,"Door, open or close",1.3,1.3,1,"[{""start"": 1.3}]"
fold3_room21_mix002.wav,0.0,10.0,10,8,Music,0.2,0.2,1,"[{""start"": 0.2}]"
fold3_room21_mix002.wav,0.0,10.0,10,11,Bell,1.9,1.9,1,"[{""start"": 1.9}]"
fold3_room21_mix002.wav,0.0,10.0,10,12,Knock,2.5,2.5,1,"[{""start"": 2.5}]"
fold3_room21_mix002.wav,10.0,20.0,10,0,"Female speech, woman speaking",3.0,13.0,1,"[{""start"": 3.0}]"
fold3_room21_mix002.wav,10.0,20.0,10,2,Clapping,,,0,[]
fold3_room21_mix002.wav,10.0,20.0,10,6,"Walk, footsteps",1.6,11.6,1,"[{""start"": 1.6}]"
fold3_room21_mix002.wav,10.0,20.0,10,7,"Door, open or close",3.9,13.9,1,"[{""start"": 3.9}]"
fold3_room21_mix002.wav,10.0,20.0,10,8,Music,3.6,13.6,1,"[{""start"": 3.6}]"
fold3_room21_mix002.wav,10.0,20.0,10,11,Bell,,,0,[]
fold3_room21_mix002.wav,10.0,20.0,10,12,Knock,1.8,11.8,1,"[{""start"": 1.8}]"
fold3_room21_mix002.wav,20.0,30.0,10,0,"Female speech, woman speaking",0.8,20.8,1,"[{""start"": 0.8}]"
fold3_room21_mix002.wav,20.0,30.0,10,2,Clapping,0.7,20.7,1,"[{""start"": 0.7}]"
fold3_room21_mix002.wav,20.0,30.0,10,6,"Walk, footsteps",3.4,23.4,1,"[{""start"": 3.4}]"
fold3_room21_mix002.wav,20.0,30.0,10,7,"Door, open or close",2.1,22.1,1,"[{""start"": 2.1}]"
fold3_room21_mix002.wav,20.0,30.0,10,8,Music,1.0,21.0,1,"[{""start"": 1.0}]"
fold3_room21_mix002.wav,20.0,30.0,10,11,Bell,1.0,21.0,1,"[{""start"": 1.0}]"
fold3_room21_mix002.wav,20.0,30.0,10,12,Knock,1.9,21.9,1,"[{""start"": 1.9}]"
fold3_room21_mix002.wav,30.0,40.0,10,0,"Female speech, woman speaking",0.6,30.6,1,"[{""start"": 0.6}]"
fold3_room21_mix002.wav,30.0,40.0,10,2,Clapping,0.4,30.4,1,"[{""start"": 0.4}]"
fold3_room21_mix002.wav,30.0,40.0,10,6,"Walk, footsteps",4.5,34.5,1,"[{""start"": 4.5}]"
fold3_room21_mix002.wav,30.0,40.0,10,7,"Door, open or close",1.3,31.3,1,"[{""start"": 1.3}]"
fold3_room21_mix002.wav,30.0,40.0,10,8,Music,1.7,31.7,1,"[{""start"": 1.7}]"
fold3_room21_mix002.wav,30.0,40.0,10,11,Bell,0.7,30.7,1,"[{""start"": 0.7}]"
fold3_room21_mix002.wav,30.0,40.0,10,12,Knock,2.6,32.6,1,"[{""start"": 2.6}]"
fold3_room21_mix002.wav,40.0,50.0,10,0,"Female speech, woman speaking",2.7,42.7,1,"```json
[{""start"": 2.7}]
```"
fold3_room21_mix002.wav,40.0,50.0,10,2,Clapping,3.7,43.7,1,"[{""start"": 3.7}]"
fold3_room21_mix002.wav,40.0,50.0,10,6,"Walk, footsteps",4.5,44.5,1,"```json
[{""start"": 4.5}]
```"
fold3_room21_mix002.wav,40.0,50.0,10,7,"Door, open or close",3.9,43.9,1,"[{""start"": 3.9}]"
fold3_room21_mix002.wav,40.0,50.0,10,8,Music,1.7,41.7,1,"[{""start"": 1.7}]"
fold3_room21_mix002.wav,40.0,50.0,10,11,Bell,2.5,42.5,1,"```json
[{""start"": 2.5}]
```"
fold3_room21_mix002.wav,40.0,50.0,10,12,Knock,3.63,43.63,1,"```json
[{""start"": 3.63}]
```"
fold3_room21_mix002.wav,50.0,60.0,10,0,"Female speech, woman speaking",1.9,51.9,1,"[{""start"": 1.9}]"
fold3_room21_mix002.wav,50.0,60.0,10,2,Clapping,3.6,53.6,1,"[{""start"": 3.6}]"
fold3_room21_mix002.wav,50.0,60.0,10,6,"Walk, footsteps",1.0,51.0,1,"[{""start"": 1.0}]"
fold3_room21_mix002.wav,50.0,60.0,10,7,"Door, open or close",0.0,50.0,1,"[{""start"": 0.0}]"
fold3_room21_mix002.wav,50.0,60.0,10,8,Music,1.4,51.4,1,"[{""start"": 1.4}]"
fold3_room21_mix002.wav,50.0,60.0,10,11,Bell,1.9,51.9,1,"[{""start"": 1.9}]"
fold3_room21_mix002.wav,50.0,60.0,10,12,Knock,1.4,51.4,1,"[{""start"": 1.4}]"
fold3_room21_mix002.wav,60.0,70.0,10,0,"Female speech, woman speaking",2.2,62.2,1,"[{""start"": 2.2}]"
fold3_room21_mix002.wav,60.0,70.0,10,2,Clapping,4.7,64.7,1,"[{""start"": 4.7}]"
fold3_room21_mix002.wav,60.0,70.0,10,6,"Walk, footsteps",4.7,64.7,1,"[{""start"": 4.7}]"
