file,win_start,win_end,win_len,target_class,target_name,model_rel_start,model_abs_start,hallucinated,raw_reply
fold3_room21_mix002.wav,0.0,5.0,5,0,"Female speech, woman speaking",0.0,0.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,0.0,5.0,5,2,Clapping,1.9,1.9,1,"```json
{""start"": 1.9}
```"
fold3_room21_mix002.wav,0.0,5.0,5,6,"Walk, footsteps",4.8,4.8,1,"```json
{""start"": 4.8}
```"
fold3_room21_mix002.wav,0.0,5.0,5,7,"Door, open or close",4.3,4.3,1,"```json
{""start"": 4.3}
```"
fold3_room21_mix002.wav,0.0,5.0,5,8,Music,4.1,4.1,1,"```json
{""start"": 4.1}
```"
fold3_room21_mix002.wav,0.0,5.0,5,11,Bell,3.9,3.9,1,"```json
{""start"": 3.9}
```"
fold3_room21_mix002.wav,0.0,5.0,5,12,Knock,3.5,3.5,1,"```json
{""start"": 3.5}
```"
fold3_room21_mix002.wav,5.0,10.0,5,0,"Female speech, woman speaking",0.0,5.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,5.0,10.0,5,2,Clapping,0.7,5.7,1,"```json
{""start"": 0.7}
```"
fold3_room21_mix002.wav,5.0,10.0,5,6,"Walk, footsteps",0.9,5.9,1,"```json
{""start"": 0.9}
```"
fold3_room21_mix002.wav,5.0,10.0,5,7,"Door, open or close",3.9,8.9,1,"```json
{""start"": 3.9}
```"
fold3_room21_mix002.wav,5.0,10.0,5,8,Music,2.9,7.9,1,"```json
{""start"": 2.9}
```"
fold3_room21_mix002.wav,5.0,10.0,5,11,Bell,1.1,6.1,1,"```json
{""start"": 1.1}
```"
fold3_room21_mix002.wav,5.0,10.0,5,12,Knock,0.6,5.6,1,"```json
{""start"": 0.6}
```"
fold3_room21_mix002.wav,10.0,15.0,5,0,"Female speech, woman speaking",0.0,10.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,10.0,15.0,5,2,Clapping,0.3,10.3,1,"```json
{""start"": 0.3}
```"
fold3_room21_mix002.wav,10.0,15.0,5,6,"Walk, footsteps",,,0,Please provide the 5-second audio segment.
fold3_room21_mix002.wav,10.0,15.0,5,7,"Door, open or close",0.0,10.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,10.0,15.0,5,8,Music,0.0,10.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,10.0,15.0,5,11,Bell,0.4,10.4,1,"```json
{""start"": 0.4}
```"
fold3_room21_mix002.wav,10.0,15.0,5,12,Knock,0.7,10.7,1,"```json
{""start"": 0.7}
```"
fold3_room21_mix002.wav,15.0,20.0,5,0,"Female speech, woman speaking",0.0,15.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,15.0,20.0,5,2,Clapping,0.0,15.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,15.0,20.0,5,6,"Walk, footsteps",0.2,15.2,1,"```json
{""start"": 0.2}
```"
fold3_room21_mix002.wav,15.0,20.0,5,7,"Door, open or close",0.4,15.4,1,"```json
{""start"": 0.4}
```"
fold3_room21_mix002.wav,15.0,20.0,5,8,Music,0.0,15.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,15.0,20.0,5,11,Bell,0.5,15.5,1,"```json
{""start"": 0.5}
```"
fold3_room21_mix002.wav,15.0,20.0,5,12,Knock,2.4,17.4,1,"```json
{""start"": 2.4}
```"
fold3_room21_mix002.wav,20.0,25.0,5,0,"Female speech, woman speaking",0.0,20.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,20.0,25.0,5,2,Clapping,0.0,20.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,20.0,25.0,5,6,"Walk, footsteps",0.0,20.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,20.0,25.0,5,7,"Door, open or close",4.7,24.7,1,"```json
{""start"": 4.7}
```"
fold3_room21_mix002.wav,20.0,25.0,5,8,Music,0.0,20.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,20.0,25.0,5,11,Bell,0.0,20.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,20.0,25.0,5,12,Knock,0.0,20.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,25.0,30.0,5,0,"Female speech, woman speaking",0.0,25.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,25.0,30.0,5,2,Clapping,0.0,25.0,1,"{""start"": 0.0}"
fold3_room21_mix002.wav,25.0,30.0,5,6,"Walk, footsteps",4.9,29.9,1,"{""start"": 4.9}"
fold3_room21_mix002.wav,25.0,30.0,5,7,"Door, open or close",2.4,27.4,1,"```json
{""start"": 2.4}
```"
fold3_room21_mix002.wav,25.0,30.0,5,8,Music,4.9,29.9,1,"```json
{""start"": 4.9}
```"
fold3_room21_mix002.wav,25.0,30.0,5,11,Bell,3.9,28.9,1,"{""start"": 3.9}"
fold3_room21_mix002.wav,25.0,30.0,5,12,Knock,1.9,26.9,1,"```json
{""start"": 1.9}
```"
fold3_room21_mix002.wav,30.0,35.0,5,0,"Female speech, woman speaking",0.0,30.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,30.0,35.0,5,2,Clapping,1.7,31.7,1,"```json
{""start"": 1.7}
```"
fold3_room21_mix002.wav,30.0,35.0,5,6,"Walk, footsteps",4.0,34.0,1,"```json
{""start"": 4.0}
```"
fold3_room21_mix002.wav,30.0,35.0,5,7,"Door, open or close",1.5,31.5,1,"```json
{""start"": 1.5}
```"
fold3_room21_mix002.wav,30.0,35.0,5,8,Music,0.4,30.4,1,"```json
{""start"": 0.4}
```"
fold3_room21_mix002.wav,30.0,35.0,5,11,Bell,3.4,33.4,1,"```json
{""start"": 3.4}
```"
fold3_room21_mix002.wav,30.0,35.0,5,12,Knock,0.7,30.7,1,"```json
{""start"": 0.7}
```"
fold3_room21_mix002.wav,35.0,40.0,5,0,"Female speech, woman speaking",0.0,35.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,35.0,40.0,5,2,Clapping,2.8,37.8,1,"```json
{""start"": 2.8}
```"
fold3_room21_mix002.wav,35.0,40.0,5,6,"Walk, footsteps",0.2,35.2,1,"```json
{""start"": 0.2}
```"
fold3_room21_mix002.wav,35.0,40.0,5,7,"Door, open or close",1.9,36.9,1,"```json
{""start"": 1.9}
```"
fold3_room21_mix002.wav,35.0,40.0,5,8,Music,0.0,35.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,35.0,40.0,5,11,Bell,3.5,38.5,1,"```json
{""start"": 3.5}
```"
fold3_room21_mix002.wav,35.0,40.0,5,12,Knock,0.8,35.8,1,"```json
{""start"": 0.8}
```"
fold3_room21_mix002.wav,40.0,45.0,5,0,"Female speech, woman speaking",0.0,40.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,40.0,45.0,5,2,Clapping,0.0,40.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,40.0,45.0,5,6,"Walk, footsteps",0.0,40.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,40.0,45.0,5,7,"Door, open or close",0.0,40.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,40.0,45.0,5,8,Music,0.0,40.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,40.0,45.0,5,11,Bell,0.8,40.8,1,"```json
{""start"": 0.8}
```"
fold3_room21_mix002.wav,40.0,45.0,5,12,Knock,1.7,41.7,1,"```json
{""start"": 1.7}
```"
fold3_room21_mix002.wav,45.0,50.0,5,0,"Female speech, woman speaking",0.0,45.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,45.0,50.0,5,2,Clapping,0.9,45.9,1,"```json
{""start"": 0.9}
```"
fold3_room21_mix002.wav,45.0,50.0,5,6,"Walk, footsteps",1.8,46.8,1,"```json
{""start"": 1.8}
```"
fold3_room21_mix002.wav,45.0,50.0,5,7,"Door, open or close",4.9,49.9,1,"```json
{""start"": 4.9}
```"
fold3_room21_mix002.wav,45.0,50.0,5,8,Music,0.0,45.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,45.0,50.0,5,11,Bell,4.8,49.8,1,"```json
{""start"": 4.8}
```"
fold3_room21_mix002.wav,45.0,50.0,5,12,Knock,1.2,46.2,1,"```json
{""start"": 1.2}
```"
fold3_room21_mix002.wav,50.0,55.0,5,0,"Female speech, woman speaking",0.0,50.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,50.0,55.0,5,2,Clapping,0.7,50.7,1,"```json
{""start"": 0.7}
```"
fold3_room21_mix002.wav,50.0,55.0,5,6,"Walk, footsteps",0.0,50.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,50.0,55.0,5,7,"Door, open or close",3.9,53.9,1,"```json
{""start"": 3.9}
```"
fold3_room21_mix002.wav,50.0,55.0,5,8,Music,0.3,50.3,1,"```json
{""start"": 0.3}
```"
fold3_room21_mix002.wav,50.0,55.0,5,11,Bell,2.8,52.8,1,"```json
{""start"": 2.8}
```"
fold3_room21_mix002.wav,50.0,55.0,5,12,Knock,3.8,53.8,1,"```json
{""start"": 3.8}
```"
fold3_room21_mix002.wav,55.0,60.0,5,0,"Female speech, woman speaking",0.0,55.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,55.0,60.0,5,2,Clapping,0.0,55.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,55.0,60.0,5,6,"Walk, footsteps",0.0,55.0,1,"{""start"": 0.0}"
fold3_room21_mix002.wav,55.0,60.0,5,7,"Door, open or close",0.0,55.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,55.0,60.0,5,8,Music,0.0,55.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,55.0,60.0,5,11,Bell,0.4,55.4,1,"```json
{""start"": 0.4}
```"
fold3_room21_mix002.wav,55.0,60.0,5,12,Knock,0.8,55.8,1,"```json
{""start"": 0.8}
```"
fold3_room21_mix002.wav,60.0,65.0,5,0,"Female speech, woman speaking",0.0,60.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,60.0,65.0,5,2,Clapping,3.0,63.0,1,"```json
{""start"": 3.0}
```"
fold3_room21_mix002.wav,60.0,65.0,5,6,"Walk, footsteps",4.0,64.0,1,"```json
{""start"": 4.0}
```"
fold3_room21_mix002.wav,60.0,65.0,5,7,"Door, open or close",3.0,63.0,1,"```json
{""start"": 3.0}
```"
fold3_room21_mix002.wav,60.0,65.0,5,8,Music,3.9,63.9,1,"```json
{""start"": 3.9}
```"
fold3_room21_mix002.wav,60.0,65.0,5,11,Bell,4.0,64.0,1,"```json
{""start"": 4.0}
```"
fold3_room21_mix002.wav,60.0,65.0,5,12,Knock,1.5,61.5,1,"```json
{""start"": 1.5}
```"
fold3_room21_mix002.wav,65.0,70.0,5,0,"Female speech, woman speaking",0.0,65.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,65.0,70.0,5,2,Clapping,0.5,65.5,1,"```json
{""start"": 0.5}
```"
fold3_room21_mix002.wav,65.0,70.0,5,6,"Walk, footsteps",0.7,65.7,1,"```json
{""start"": 0.7}
```"
fold3_room21_mix002.wav,65.0,70.0,5,7,"Door, open or close",0.8,65.8,1,"```json
{""start"": 0.8}
```"
fold3_room21_mix002.wav,65.0,70.0,5,8,Music,0.0,65.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,65.0,70.0,5,11,Bell,0.7,65.7,1,"```json
{""start"": 0.7}
```"
fold3_room21_mix002.wav,65.0,70.0,5,12,Knock,0.7,65.7,1,"```json
{""start"": 0.7}
```"
fold3_room21_mix002.wav,70.0,75.0,5,0,"Female speech, woman speaking",0.0,70.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,70.0,75.0,5,2,Clapping,0.0,70.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,70.0,75.0,5,6,"Walk, footsteps",3.0,73.0,1,"```json
{""start"": 3.0}
```"
fold3_room21_mix002.wav,70.0,75.0,5,7,"Door, open or close",1.5,71.5,1,"```json
{""start"": 1.5}
```"
fold3_room21_mix002.wav,70.0,75.0,5,8,Music,0.0,70.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,70.0,75.0,5,11,Bell,1.9,71.9,1,"```json
{""start"": 1.9}
```"
fold3_room21_mix002.wav,70.0,75.0,5,12,Knock,0.0,70.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,75.0,80.0,5,0,"Female speech, woman speaking",0.0,75.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,75.0,80.0,5,2,Clapping,0.0,75.0,1,"```json
{""start"": 0.0}
```"
fold3_room21_mix002.wav,75.0,80.0,5,6,"Walk, footsteps",3.2,78.2,1,"```json
{""start"": 3.2}
```"
fold3_room21_mix002.wav,75.0,80.0,5,7,"Door, open or close",3.7,78.7,1,"```json
{""start"": 3.7}
```"
fold3_room21_mix002.wav,75.0,80.0,5,8,Music,2.8,77.8,1,"```json
{""start"": 2.8}
```"
fold3_room21_mix002.wav,75.0,80.0,5,11,Bell,0.8,75.8,1,"```json
{""start"": 0.8}
```"
fold3_room21_mix002.wav,75.0,80.0,5,12,Knock,3.9,78.9,1,"```json
{""start"": 3.9}
```"
fold3_room21_mix002.wav,80.0,85.0,5,0,"Female speech, woman speaking",0.0,80.0,1,"```json
{""start"": 0.0}
```"
