file,win_start,win_end,win_len,target_class,target_name,model_rel_start,model_abs_start,hallucinated,raw_reply
fold3_room21_mix002.wav,0.0,5.0,5,0,"Female speech, woman speaking",1.47,1.47,1,"[{\""start\"": 1.47}]"
fold3_room21_mix002.wav,0.0,5.0,5,2,Clapping,2.38,2.38,1,"[{\""start\"": 2.38}]"
fold3_room21_mix002.wav,0.0,5.0,5,6,"Walk, footsteps",3.47,3.47,1,"[{\""start\"": 3.47}]"
fold3_room21_mix002.wav,0.0,5.0,5,7,"Door, open or close",,,0,[]
fold3_room21_mix002.wav,0.0,5.0,5,8,Music,4.36,4.36,1,"[{\""start\"": 4.36}]"
fold3_room21_mix002.wav,0.0,5.0,5,11,Bell,4.68,4.68,1,"[{\""start\"": 4.68}]"
fold3_room21_mix002.wav,0.0,5.0,5,12,Knock,,,0,[]
fold3_room21_mix002.wav,5.0,10.0,5,0,"Female speech, woman speaking",,,0,[]
fold3_room21_mix002.wav,5.0,10.0,5,2,Clapping,2.43,7.43,1,"[{\""start\"": 2.43}]"
fold3_room21_mix002.wav,5.0,10.0,5,6,"Walk, footsteps",3.48,8.48,1,"[{\""start\"": 3.48}]"
fold3_room21_mix002.wav,5.0,10.0,5,7,"Door, open or close",,,0,[]
fold3_room21_mix002.wav,5.0,10.0,5,8,Music,4.36,9.36,1,"[{\""start\"": 4.36}]"
fold3_room21_mix002.wav,5.0,10.0,5,11,Bell,4.68,9.68,1,"[{\""start\"": 4.68}]"
fold3_room21_mix002.wav,5.0,10.0,5,12,Knock,,,0,[]
fold3_room21_mix002.wav,10.0,15.0,5,0,"Female speech, woman speaking",,,0,[]
fold3_room21_mix002.wav,10.0,15.0,5,2,Clapping,2.46,12.46,1,"[{\""start\"": 2.46}]"
fold3_room21_mix002.wav,10.0,15.0,5,6,"Walk, footsteps",4.98,14.98,1,"[{\""start\"": 4.98}]"
fold3_room21_mix002.wav,10.0,15.0,5,7,"Door, open or close",,,0,[]
fold3_room21_mix002.wav,10.0,15.0,5,8,Music,,,0,[]
fold3_room21_mix002.wav,10.0,15.0,5,11,Bell,,,0,[]
fold3_room21_mix002.wav,10.0,15.0,5,12,Knock,,,0,[]
fold3_room21_mix002.wav,15.0,20.0,5,0,"Female speech, woman speaking",,,0,[]
fold3_room21_mix002.wav,15.0,20.0,5,2,Clapping,2.46,17.46,1,"[{\""start\"": 2.46}]"
fold3_room21_mix002.wav,15.0,20.0,5,6,"Walk, footsteps",3.74,18.740000000000002,1,"[{\""start\"": 3.74}]"
fold3_room21_mix002.wav,15.0,20.0,5,7,"Door, open or close",3.86,18.86,1,"[{\""start\"": 3.86}]"
fold3_room21_mix002.wav,15.0,20.0,5,8,Music,4.36,19.36,1,"[{\""start\"": 4.36}]"
fold3_room21_mix002.wav,15.0,20.0,5,11,Bell,4.78,19.78,1,"[{\""start\"": \""4.78\""}]"
fold3_room21_mix002.wav,15.0,20.0,5,12,Knock,,,0,[]
fold3_room21_mix002.wav,20.0,25.0,5,0,"Female speech, woman speaking",,,0,[]
fold3_room21_mix002.wav,20.0,25.0,5,2,Clapping,2.46,22.46,1,"[{\""start\"": 2.46}]"
fold3_room21_mix002.wav,20.0,25.0,5,6,"Walk, footsteps",4.87,24.87,1,"[{\""start\"": 4.87}]"
fold3_room21_mix002.wav,20.0,25.0,5,7,"Door, open or close",,,0,[]
fold3_room21_mix002.wav,20.0,25.0,5,8,Music,,,0,[]
fold3_room21_mix002.wav,20.0,25.0,5,11,Bell,4.73,24.73,1,"[{\""start\"": 4.73}]"
fold3_room21_mix002.wav,20.0,25.0,5,12,Knock,,,0,[]
fold3_room21_mix002.wav,25.0,30.0,5,0,"Female speech, woman speaking",3.46,28.46,1,"[{\""start\"": 3.46}]"
fold3_room21_mix002.wav,25.0,30.0,5,2,Clapping,2.48,27.48,1,"[{\""start\"": 2.48}]"
fold3_room21_mix002.wav,25.0,30.0,5,6,"Walk, footsteps",4.89,29.89,1,"[{\""start\"": 4.89}]"
fold3_room21_mix002.wav,25.0,30.0,5,7,"Door, open or close",,,0,[]
fold3_room21_mix002.wav,25.0,30.0,5,8,Music,4.36,29.36,1,"[{\""start\"": 4.36}]"
fold3_room21_mix002.wav,25.0,30.0,5,11,Bell,4.86,29.86,1,"[{\""start\"": 4.86}]"
