file,win_start,win_end,win_len,target_class,target_name,model_rel_start,model_abs_start,hallucinated,raw_reply
fold3_room21_mix002.wav,0.0,40.0,40,0,"Female speech, woman speaking",29.12,29.12,1,{'start': '29.12'}
fold3_room21_mix002.wav,0.0,40.0,40,2,Clapping,2.58,2.58,1,"{\""start\"": 2.58}"
fold3_room21_mix002.wav,0.0,40.0,40,6,"Walk, footsteps",5.97,5.97,1,"{\""start\"": 5.97}"
fold3_room21_mix002.wav,0.0,40.0,40,7,"Door, open or close",6.98,6.98,1,{'start': 6.98}
fold3_room21_mix002.wav,0.0,40.0,40,8,Music,8.0,8.0,1,"{\""start\"": 8.0}"
fold3_room21_mix002.wav,0.0,40.0,40,11,Bell,10.95,10.95,1,"{\""start\"": 10.95}"
fold3_room21_mix002.wav,0.0,40.0,40,12,Knock,12.35,12.35,1,{'start': '12.35'}
fold3_room21_mix002.wav,40.0,80.0,40,0,"Female speech, woman speaking",26.89,66.89,1,{'start': '26.89'}
fold3_room21_mix002.wav,40.0,80.0,40,2,Clapping,2.53,42.53,1,{'start': '2.53'}
fold3_room21_mix002.wav,40.0,80.0,40,6,"Walk, footsteps",6.23,46.230000000000004,1,"{\""start\"": 6.23}"
fold3_room21_mix002.wav,40.0,80.0,40,7,"Door, open or close",7.28,47.28,1,{'start': '7.28'}
fold3_room21_mix002.wav,40.0,80.0,40,8,Music,8.0,48.0,1,{'start': 8.0}
fold3_room21_mix002.wav,40.0,80.0,40,11,Bell,9.76,49.76,1,{'start': '9.76'}
fold3_room21_mix002.wav,40.0,80.0,40,12,Knock,12.0,52.0,1,{'start': '12.00'}
fold3_room21_mix002.wav,80.0,120.0,40,0,"Female speech, woman speaking",29.12,109.12,1,{'start': '29.12'}
fold3_room21_mix002.wav,80.0,120.0,40,2,Clapping,2.58,82.58,1,{'start': '2.58'}
fold3_room21_mix002.wav,80.0,120.0,40,6,"Walk, footsteps",6.53,86.53,1,"{\""start\"": 6.53}"
fold3_room21_mix002.wav,80.0,120.0,40,7,"Door, open or close",26.93,106.93,1,{'start': '26.93'}
fold3_room21_mix002.wav,80.0,120.0,40,8,Music,8.0,88.0,1,{'start': 8.0}
fold3_room21_mix002.wav,80.0,120.0,40,11,Bell,29.78,109.78,1,{'start': '29.78'}
fold3_room21_mix002.wav,80.0,120.0,40,12,Knock,12.0,92.0,1,{'start': '12.00'}
