file,win_start,win_end,win_len,target_class,target_name,model_rel_start,model_abs_start,hallucinated,raw_reply
fold3_room21_mix001.wav,0.0,20.0,20,0,"Female speech, woman speaking",8.46,8.46,1,{'start': '8.46'}
fold3_room21_mix001.wav,0.0,20.0,20,2,Clapping,19.73,19.73,1,{'start': 19.73}
fold3_room21_mix001.wav,0.0,20.0,20,6,"Walk, footsteps",9.54,9.54,1,"{\""start\"": 9.54}"
fold3_room21_mix001.wav,0.0,20.0,20,7,"Door, open or close",6.98,6.98,1,{'start': 6.98}
fold3_room21_mix001.wav,0.0,20.0,20,8,Music,8.0,8.0,1,"{\""start\"": 8.0}"
fold3_room21_mix001.wav,0.0,20.0,20,11,Bell,9.68,9.68,1,{'start': 9.68}
fold3_room21_mix001.wav,0.0,20.0,20,12,Knock,12.86,12.86,1,{'start': '12.86'}
fold3_room21_mix001.wav,20.0,40.0,20,0,"Female speech, woman speaking",8.65,28.65,1,{'start': '8.65'}
fold3_room21_mix001.wav,20.0,40.0,20,2,Clapping,2.58,22.58,1,"{\""start\"": 2.58}"
fold3_room21_mix001.wav,20.0,40.0,20,6,"Walk, footsteps",6.54,26.54,1,"{\""start\"": 6.54}"
fold3_room21_mix001.wav,20.0,40.0,20,7,"Door, open or close",6.98,26.98,1,{'start': 6.98}
fold3_room21_mix001.wav,20.0,40.0,20,8,Music,8.0,28.0,1,"{\""start\"": 8.0}"
fold3_room21_mix001.wav,20.0,40.0,20,11,Bell,9.74,29.740000000000002,1,{'start': '9.74'}
fold3_room21_mix001.wav,20.0,40.0,20,12,Knock,12.0,32.0,1,{'start': '12.00'}
fold3_room21_mix001.wav,40.0,60.0,20,0,"Female speech, woman speaking",14.36,54.36,1,{'start': 14.36}
fold3_room21_mix001.wav,40.0,60.0,20,2,Clapping,19.73,59.730000000000004,1,{'start': 19.73}
fold3_room21_mix001.wav,40.0,60.0,20,6,"Walk, footsteps",6.34,46.34,1,"{\""start\"": 6.34}"
fold3_room21_mix001.wav,40.0,60.0,20,7,"Door, open or close",6.93,46.93,1,{'start': 6.93}
fold3_room21_mix001.wav,40.0,60.0,20,8,Music,8.0,48.0,1,{'start': 8.0}
fold3_room21_mix001.wav,40.0,60.0,20,11,Bell,9.63,49.63,1,{'start': 9.63}
fold3_room21_mix001.wav,40.0,60.0,20,12,Knock,12.0,52.0,1,{'start': '12.00'}
fold3_room21_mix001.wav,60.0,80.0,20,0,"Female speech, woman speaking",9.73,69.73,1,{'start': '9.73'}
fold3_room21_mix001.wav,60.0,80.0,20,2,Clapping,1.68,61.68,1,"{\""start\"": 1.68}"
fold3_room21_mix001.wav,60.0,80.0,20,6,"Walk, footsteps",9.48,69.48,1,"{\""start\"": 9.48}"
fold3_room21_mix001.wav,60.0,80.0,20,7,"Door, open or close",6.98,66.98,1,{'start': 6.98}
fold3_room21_mix001.wav,60.0,80.0,20,8,Music,8.0,68.0,1,"{\""start\"": 8.0}"
fold3_room21_mix001.wav,60.0,80.0,20,11,Bell,9.68,69.68,1,{'start': '9.68'}
fold3_room21_mix001.wav,60.0,80.0,20,12,Knock,12.0,72.0,1,{'start': '12.00'}
