file,win_start,win_end,class,gt_start,pred_start,diff
fold3_room4_mix001.wav,0.0,20.0,6,15.9,,
fold3_room4_mix001.wav,0.0,20.0,7,18.4,,
fold3_room4_mix001.wav,20.0,40.0,7,24.4,21.7,-2.7
fold3_room4_mix001.wav,20.0,40.0,10,27.4,34.6,7.2
fold3_room4_mix001.wav,40.0,60.0,1,48.4,41.0,-7.4
fold3_room4_mix001.wav,40.0,60.0,3,41.4,41.0,-0.4
fold3_room4_mix001.wav,40.0,60.0,6,41.4,41.0,-0.4
fold3_room4_mix001.wav,60.0,80.0,1,60.0,61.0,1.0
fold3_room4_mix001.wav,80.0,100.0,1,80.0,,
fold3_room4_mix001.wav,100.0,120.0,1,100.0,101.0,1.0
fold3_room4_mix001.wav,100.0,120.0,7,119.4,112.0,-7.4
fold3_room4_mix001.wav,100.0,120.0,10,107.4,114.0,6.6
fold3_room4_mix004.wav,40.0,60.0,10,49.4,,
fold3_room4_mix004.wav,60.0,80.0,7,63.0,,
fold3_room4_mix004.wav,80.0,100.0,3,91.9,,
fold3_room4_mix004.wav,100.0,120.0,1,108.0,101.45,-6.55
fold3_room4_mix004.wav,100.0,120.0,3,100.0,,
fold3_room4_mix004.wav,120.0,140.0,1,120.4,121.42,1.02
fold3_room4_mix004.wav,120.0,140.0,4,132.2,121.9,-10.3
fold3_room4_mix005.wav,0.0,20.0,6,12.9,1.8,-11.1
fold3_room4_mix005.wav,0.0,20.0,7,19.9,10.2,-9.7
fold3_room4_mix005.wav,20.0,40.0,5,31.4,30.3,-1.1
fold3_room4_mix005.wav,20.0,40.0,7,20.0,32.5,12.5
fold3_room4_mix005.wav,40.0,60.0,5,40.0,,
fold3_room4_mix005.wav,60.0,80.0,6,60.4,,
fold3_room4_mix005.wav,80.0,100.0,6,80.0,93.64,13.64
fold3_room4_mix005.wav,80.0,100.0,7,85.9,94.85,8.95
fold3_room4_mix006.wav,0.0,20.0,1,5.4,5.1,-0.3
fold3_room4_mix006.wav,20.0,40.0,1,20.0,21.0,1.0
fold3_room4_mix006.wav,40.0,60.0,1,40.0,,
fold3_room4_mix006.wav,60.0,80.0,1,60.0,61.9,1.9
fold3_room4_mix006.wav,60.0,80.0,4,79.4,,
fold3_room4_mix006.wav,80.0,100.0,1,80.0,81.67,1.67
fold3_room4_mix006.wav,80.0,100.0,4,92.4,81.8,-10.6
fold3_room4_mix006.wav,100.0,120.0,1,101.4,101.0,-0.4
fold3_room4_mix006.wav,100.0,120.0,5,107.4,,
fold3_room4_mix006.wav,120.0,140.0,1,127.9,121.5,-6.4
fold3_room4_mix006.wav,120.0,140.0,5,120.0,128.3,8.3
fold3_room4_mix006.wav,140.0,160.0,1,140.0,,
fold3_room4_mix006.wav,160.0,180.0,1,160.0,,
fold3_room4_mix007.wav,0.0,20.0,1,5.9,,
fold3_room4_mix007.wav,20.0,40.0,1,20.0,,
fold3_room4_mix007.wav,40.0,60.0,1,40.0,,
fold3_room4_mix007.wav,60.0,80.0,1,60.0,61.13,1.13
fold3_room4_mix007.wav,60.0,80.0,4,63.9,,
fold3_room4_mix007.wav,80.0,100.0,1,80.0,81.5,1.5
fold3_room4_mix007.wav,80.0,100.0,10,99.9,,
fold3_room4_mix007.wav,100.0,120.0,1,104.9,101.8,-3.1
fold3_room4_mix007.wav,100.0,120.0,10,100.0,,
fold3_room4_mix007.wav,120.0,140.0,1,120.0,121.0,1.0
fold3_room4_mix007.wav,120.0,140.0,4,133.9,121.5,-12.4
fold3_room4_mix007.wav,140.0,160.0,1,140.0,141.6,1.6
fold3_room4_mix007.wav,160.0,180.0,1,161.4,,
fold3_room4_mix007.wav,180.0,200.0,1,180.0,181.5,1.5
fold3_room4_mix007.wav,180.0,200.0,4,180.9,,
fold3_room4_mix007.wav,200.0,220.0,1,200.0,,
fold3_room4_mix008.wav,0.0,20.0,6,11.4,11.35,-0.05
fold3_room4_mix008.wav,0.0,20.0,7,17.4,13.75,-3.65
