file,win_start,win_end,win_len,target_class,target_name,model_rel_start,model_abs_start,hallucinated,raw_reply
fold3_room21_mix001.wav,0.0,40.0,40,0,"Female speech, woman speaking",1.3,1.3,1,"[{""start"": 1.3}]"
fold3_room21_mix001.wav,0.0,40.0,40,2,Clapping,17.1,17.1,1,"[{""start"": 17.1}]"
fold3_room21_mix001.wav,0.0,40.0,40,6,"Walk, footsteps",10.9,10.9,1,"[{""start"": 10.9}]"
fold3_room21_mix001.wav,0.0,40.0,40,7,"Door, open or close",25.2,25.2,1,"[{""start"": 25.2}]"
fold3_room21_mix001.wav,0.0,40.0,40,8,Music,2.9,2.9,1,"[{""start"": 2.9}]"
fold3_room21_mix001.wav,0.0,40.0,40,11,Bell,10.2,10.2,1,"[{""start"": 10.2}]"
fold3_room21_mix001.wav,0.0,40.0,40,12,Knock,14.1,14.1,1,"[{""start"": 14.1}]"
fold3_room21_mix001.wav,40.0,80.0,40,0,"Female speech, woman speaking",12.45,52.45,1,"[{""start"": 12.45}]"
fold3_room21_mix001.wav,40.0,80.0,40,2,Clapping,12.7,52.7,1,"[{""start"": 12.7}]"
fold3_room21_mix001.wav,40.0,80.0,40,6,"Walk, footsteps",14.6,54.6,1,"[{""start"": 14.6}]"
fold3_room21_mix001.wav,40.0,80.0,40,7,"Door, open or close",26.4,66.4,1,"[{""start"": 26.4}]"
fold3_room21_mix001.wav,40.0,80.0,40,8,Music,25.6,65.6,1,"[{""start"": 25.6}]"
fold3_room21_mix001.wav,40.0,80.0,40,11,Bell,29.3,69.3,1,"[{""start"": 29.3}]"
fold3_room21_mix001.wav,40.0,80.0,40,12,Knock,25.8,65.8,1,"[{""start"": 25.8}]"
