file,win_start,win_end,win_len,target_class,target_name,model_rel_start,model_abs_start,hallucinated,raw_reply
fold3_room21_mix002.wav,0.0,50.0,50,0,"Female speech, woman speaking",1.5,1.5,1,"[{""start"": 1.5}]"
fold3_room21_mix002.wav,0.0,50.0,50,2,Clapping,25.9,25.9,1,"[{""start"": 25.9}]"
fold3_room21_mix002.wav,0.0,50.0,50,6,"Walk, footsteps",11.3,11.3,1,"[{""start"": 11.3}]"
fold3_room21_mix002.wav,0.0,50.0,50,7,"Door, open or close",15.1,15.1,1,"[{""start"": 15.1}]"
fold3_room21_mix002.wav,0.0,50.0,50,8,Music,14.2,14.2,1,"[{""start"": 14.2}]"
fold3_room21_mix002.wav,0.0,50.0,50,11,Bell,10.3,10.3,1,"[{""start"": 10.3}]"
fold3_room21_mix002.wav,0.0,50.0,50,12,Knock,15.2,15.2,1,"[{""start"": 15.2}]"
fold3_room21_mix002.wav,50.0,100.0,50,0,"Female speech, woman speaking",13.7,63.7,1,"[{""start"": 13.7}]"
fold3_room21_mix002.wav,50.0,100.0,50,2,Clapping,24.5,74.5,1,"[{""start"": 24.5}]"
fold3_room21_mix002.wav,50.0,100.0,50,6,"Walk, footsteps",25.1,75.1,1,"[{""start"": 25.1}]"
fold3_room21_mix002.wav,50.0,100.0,50,7,"Door, open or close",30.6,80.6,1,"[{""start"": 30.6}]"
fold3_room21_mix002.wav,50.0,100.0,50,8,Music,20.7,70.7,1,"[{""start"": 20.7}]"
fold3_room21_mix002.wav,50.0,100.0,50,11,Bell,11.8,61.8,1,"[{""start"": 11.8}]"
fold3_room21_mix002.wav,50.0,100.0,50,12,Knock,19.3,69.3,1,"[{""start"": 19.3}]"
