file,win_start,win_end,win_len,target_class,target_name,model_rel_start,model_abs_start,hallucinated,raw_reply
fold3_room21_mix001.wav,0.0,10.0,10,0,"Female speech, woman speaking",0.8,0.8,1,"[{""start"": 0.8}]"
fold3_room21_mix001.wav,0.0,10.0,10,2,Clapping,4.9,4.9,1,"[{""start"": 4.9}]"
fold3_room21_mix001.wav,0.0,10.0,10,6,"Walk, footsteps",0.0,0.0,1,"[{""start"": 0.0}]"
fold3_room21_mix001.wav,0.0,10.0,10,7,"Door, open or close",1.7,1.7,1,"[{""start"": 1.7}]"
fold3_room21_mix001.wav,0.0,10.0,10,8,Music,1.3,1.3,1,"[{""start"": 1.3}]"
fold3_room21_mix001.wav,0.0,10.0,10,11,Bell,2.5,2.5,1,"[{""start"": 2.5}]"
fold3_room21_mix001.wav,0.0,10.0,10,12,Knock,1.6,1.6,1,"[{""start"": 1.6}]"
fold3_room21_mix001.wav,10.0,20.0,10,0,"Female speech, woman speaking",1.5,11.5,1,"[{""start"": 1.5}]"
fold3_room21_mix001.wav,10.0,20.0,10,2,Clapping,0.3,10.3,1,"[{""start"": 0.3}]"
fold3_room21_mix001.wav,10.0,20.0,10,6,"Walk, footsteps",1.2,11.2,1,"[{""start"": 1.2}]"
fold3_room21_mix001.wav,10.0,20.0,10,7,"Door, open or close",0.1,10.1,1,"[{""start"": 0.1}]"
fold3_room21_mix001.wav,10.0,20.0,10,8,Music,0.5,10.5,1,"[{""start"": 0.5}]"
fold3_room21_mix001.wav,10.0,20.0,10,11,Bell,1.9,11.9,1,"[{""start"": 1.9}]"
fold3_room21_mix001.wav,10.0,20.0,10,12,Knock,0.1,10.1,1,"[{""start"": 0.1}]"
fold3_room21_mix001.wav,20.0,30.0,10,0,"Female speech, woman speaking",0.9,20.9,1,"[{""start"": 0.9}]"
fold3_room21_mix001.wav,20.0,30.0,10,2,Clapping,1.8,21.8,1,"[{""start"": 1.8}]"
fold3_room21_mix001.wav,20.0,30.0,10,6,"Walk, footsteps",0.6,20.6,1,"[{""start"": 0.6}]"
fold3_room21_mix001.wav,20.0,30.0,10,7,"Door, open or close",0.0,20.0,1,"[{""start"": 0.0}]"
fold3_room21_mix001.wav,20.0,30.0,10,8,Music,0.1,20.1,1,"[{""start"": 0.1}]"
fold3_room21_mix001.wav,20.0,30.0,10,11,Bell,0.7,20.7,1,"[{""start"": 0.7}]"
fold3_room21_mix001.wav,20.0,30.0,10,12,Knock,1.4,21.4,1,"[{""start"": 1.4}]"
fold3_room21_mix001.wav,30.0,40.0,10,0,"Female speech, woman speaking",3.3,33.3,1,"[{""start"": 3.3}]"
fold3_room21_mix001.wav,30.0,40.0,10,2,Clapping,3.8,33.8,1,"[{""start"": 3.8}]"
fold3_room21_mix001.wav,30.0,40.0,10,6,"Walk, footsteps",3.4,33.4,1,"[{""start"": 3.4}]"
fold3_room21_mix001.wav,30.0,40.0,10,7,"Door, open or close",3.7,33.7,1,"[{""start"": 3.7}]"
