file,win_start,win_end,class,gt_start,pred_start
fold3_room21_mix001.wav,0.0,50.0,1,1.1,1.39
fold3_room21_mix001.wav,0.0,50.0,4,3.7,10.95
fold3_room21_mix002.wav,0.0,50.0,1,0.8,1.15
fold3_room21_mix002.wav,0.0,50.0,4,35.8,13.5
fold3_room21_mix002.wav,50.0,100.0,1,50.0,62.0
fold3_room21_mix002.wav,50.0,100.0,4,56.4,77.0
fold3_room21_mix003.wav,0.0,50.0,1,0.8,10.19
fold3_room21_mix003.wav,0.0,50.0,4,30.1,21.4
fold3_room21_mix003.wav,0.0,50.0,8,0.0,30.4
fold3_room21_mix003.wav,50.0,100.0,1,50.4,51.0
fold3_room21_mix003.wav,50.0,100.0,4,75.4,62.0
fold3_room21_mix003.wav,50.0,100.0,8,50.0,78.0
fold3_room21_mix005.wav,0.0,50.0,1,1.1,1.35
fold3_room21_mix007.wav,0.0,50.0,1,9.7,13.49
fold3_room21_mix007.wav,0.0,50.0,8,0.0,35.34
fold3_room21_mix008.wav,0.0,50.0,1,0.2,10.0
fold3_room21_mix008.wav,50.0,100.0,1,58.3,60.5
fold3_room21_mix008.wav,100.0,150.0,1,100.0,101.65
fold3_room21_mix008.wav,100.0,150.0,4,107.3,111.3
fold3_room21_mix009.wav,0.0,50.0,5,0.0,14.29
fold3_room21_mix009.wav,0.0,50.0,8,0.0,23.33
fold3_room21_mix009.wav,0.0,50.0,11,6.5,42.22
fold3_room21_mix009.wav,50.0,100.0,5,50.0,73.5
fold3_room21_mix009.wav,50.0,100.0,8,58.2,77.5
fold3_room21_mix009.wav,50.0,100.0,11,51.0,82.5
fold3_room21_mix010.wav,0.0,50.0,1,0.5,24.23
fold3_room21_mix010.wav,0.0,50.0,5,0.0,12.69
fold3_room21_mix010.wav,0.0,50.0,8,0.0,37.12
fold3_room21_mix010.wav,0.0,50.0,11,0.1,49.0
fold3_room21_mix011.wav,0.0,50.0,5,0.0,23.35
fold3_room21_mix011.wav,0.0,50.0,8,0.0,34.1
fold3_room21_mix011.wav,0.0,50.0,11,5.9,47.7
fold3_room21_mix012.wav,0.0,50.0,1,0.0,1.8
fold3_room21_mix012.wav,0.0,50.0,4,25.4,14.9
fold3_room21_mix012.wav,0.0,50.0,8,0.0,22.4
fold3_room21_mix012.wav,50.0,100.0,1,52.0,51.4
fold3_room21_mix012.wav,50.0,100.0,4,50.7,65.5
fold3_room21_mix012.wav,50.0,100.0,8,58.8,85.8
fold3_room21_mix012.wav,100.0,150.0,1,100.0,122.74
fold3_room21_mix012.wav,100.0,150.0,4,120.5,134.88
fold3_room21_mix012.wav,100.0,150.0,8,100.0,149.0
fold3_room21_mix013.wav,0.0,50.0,1,0.1,10.5
fold3_room21_mix013.wav,0.0,50.0,4,25.4,15.5
fold3_room21_mix013.wav,0.0,50.0,8,0.0,25.5
fold3_room21_mix014.wav,0.0,50.0,1,0.3,1.0
fold3_room21_mix014.wav,0.0,50.0,4,39.2,12.0
fold3_room21_mix014.wav,0.0,50.0,8,0.0,24.0
fold3_room21_mix015.wav,0.0,50.0,1,0.1,10.72
fold3_room21_mix015.wav,0.0,50.0,8,0.0,13.6
fold3_room21_mix015.wav,50.0,100.0,1,50.0,62.14
fold3_room21_mix015.wav,50.0,100.0,3,89.4,72.19
fold3_room21_mix015.wav,50.0,100.0,4,79.4,83.5
fold3_room21_mix015.wav,50.0,100.0,8,50.0,97.5
fold3_room21_mix016.wav,0.0,50.0,1,0.0,13.35
fold3_room21_mix016.wav,0.0,50.0,3,33.5,
fold3_room21_mix017.wav,0.0,50.0,1,0.3,1.9
fold3_room21_mix017.wav,0.0,50.0,8,0.0,
fold3_room21_mix017.wav,50.0,100.0,1,50.0,64.83
fold3_room21_mix017.wav,50.0,100.0,3,83.3,87.2
fold3_room21_mix017.wav,50.0,100.0,8,50.0,98.0
fold3_room21_mix018.wav,0.0,50.0,1,11.4,11.333333333333334
fold3_room21_mix018.wav,0.0,50.0,5,0.0,12.2
fold3_room21_mix018.wav,0.0,50.0,7,3.6,20.4
fold3_room21_mix018.wav,0.0,50.0,12,0.8,37.33333333333333
fold3_room21_mix018.wav,50.0,100.0,1,50.0,51.39
fold3_room21_mix018.wav,50.0,100.0,4,56.1,61.4
fold3_room21_mix018.wav,50.0,100.0,5,50.0,74.3
fold3_room21_mix020.wav,0.0,50.0,1,16.1,15.0
fold3_room21_mix020.wav,0.0,50.0,5,1.1,22.0
fold3_room21_mix020.wav,0.0,50.0,7,17.7,31.0
fold3_room21_mix020.wav,0.0,50.0,12,15.2,45.0
fold3_room21_mix020.wav,50.0,100.0,5,50.0,
fold3_room21_mix021.wav,0.0,50.0,1,0.3,14.15
fold3_room21_mix021.wav,0.0,50.0,5,40.6,29.8
fold3_room21_mix021.wav,0.0,50.0,8,0.0,41.5
fold3_room21_mix021.wav,50.0,100.0,5,50.0,72.98
fold3_room21_mix021.wav,50.0,100.0,7,61.6,75.09
fold3_room21_mix021.wav,50.0,100.0,8,50.0,84.45
fold3_room21_mix022.wav,0.0,50.0,1,0.2,2.96
fold3_room21_mix022.wav,0.0,50.0,4,19.9,22.5
fold3_room21_mix022.wav,50.0,100.0,1,50.0,60.0
fold3_room21_mix022.wav,50.0,100.0,2,69.2,73.0
fold3_room21_mix022.wav,50.0,100.0,3,86.7,82.0
fold3_room21_mix022.wav,100.0,150.0,1,103.7,103.33333333333333
fold3_room21_mix022.wav,100.0,150.0,2,143.9,115.0
fold3_room21_mix022.wav,100.0,150.0,3,100.0,123.0
fold3_room21_mix022.wav,100.0,150.0,4,136.5,134.0
fold3_room21_mix023.wav,0.0,50.0,5,0.6,
fold3_room21_mix023.wav,50.0,100.0,1,64.8,51.25
fold3_room21_mix023.wav,50.0,100.0,3,58.2,51.75
fold3_room21_mix023.wav,50.0,100.0,5,50.0,51.875
fold3_room21_mix024.wav,0.0,50.0,5,0.5,
fold3_room21_mix025.wav,0.0,50.0,1,0.5,14.86
fold3_room21_mix025.wav,0.0,50.0,5,0.0,28.74
fold3_room21_mix025.wav,0.0,50.0,8,0.0,43.9
fold3_room21_mix025.wav,50.0,100.0,1,50.0,60.833
fold3_room21_mix025.wav,50.0,100.0,4,52.1,77.5
fold3_room21_mix025.wav,50.0,100.0,5,50.0,82.5
fold3_room21_mix025.wav,50.0,100.0,8,50.0,92.5
fold3_room21_mix025.wav,100.0,150.0,1,108.4,112.0
fold3_room21_mix025.wav,100.0,150.0,5,100.0,118.0
fold3_room21_mix025.wav,100.0,150.0,8,100.0,125.0
fold3_room21_mix025.wav,150.0,200.0,1,155.6,160.0
fold3_room21_mix025.wav,150.0,200.0,4,151.7,173.0
fold3_room21_mix025.wav,150.0,200.0,5,150.0,182.0
fold3_room21_mix025.wav,150.0,200.0,8,150.0,194.0
fold3_room21_mix026.wav,0.0,50.0,1,0.6,23.98
fold3_room21_mix026.wav,0.0,50.0,5,45.3,32.93
fold3_room21_mix026.wav,0.0,50.0,8,0.0,44.9
fold3_room21_mix026.wav,50.0,100.0,1,71.2,71.63
fold3_room21_mix026.wav,50.0,100.0,4,73.4,84.2
fold3_room21_mix026.wav,50.0,100.0,5,50.0,88.9
fold3_room21_mix026.wav,50.0,100.0,8,54.4,95.3
fold3_room21_mix026.wav,100.0,150.0,1,116.4,101.0
fold3_room21_mix026.wav,100.0,150.0,4,117.9,112.0
fold3_room21_mix026.wav,100.0,150.0,5,100.0,115.0
fold3_room21_mix026.wav,100.0,150.0,8,100.0,128.0
fold3_room21_mix026.wav,150.0,200.0,5,150.0,160.35
fold3_room21_mix026.wav,150.0,200.0,8,159.5,177.7
fold3_room21_mix026.wav,200.0,250.0,1,221.7,201.0
