file,win_start,win_end,class,gt_start,pred_start
fold3_room21_mix002.wav,0.0,90.0,1,0.8,3.3333333333333335
fold3_room21_mix002.wav,0.0,90.0,4,35.8,15.5
fold3_room21_mix003.wav,0.0,90.0,1,0.8,11.19
fold3_room21_mix003.wav,0.0,90.0,4,30.1,15.2
fold3_room21_mix003.wav,0.0,90.0,8,0.0,32.7
fold3_room21_mix008.wav,0.0,90.0,1,0.2,1.7
fold3_room21_mix009.wav,0.0,90.0,5,0.0,47.7
fold3_room21_mix009.wav,0.0,90.0,8,0.0,59.9
fold3_room21_mix009.wav,0.0,90.0,11,6.5,64.3
fold3_room21_mix010.wav,0.0,90.0,1,0.5,30.0
fold3_room21_mix010.wav,0.0,90.0,5,0.0,45.0
fold3_room21_mix010.wav,0.0,90.0,8,0.0,60.0
fold3_room21_mix010.wav,0.0,90.0,11,0.1,80.0
fold3_room21_mix012.wav,0.0,90.0,1,0.0,1.1
fold3_room21_mix012.wav,0.0,90.0,4,25.4,10.1
fold3_room21_mix012.wav,0.0,90.0,8,0.0,18.1
fold3_room21_mix015.wav,0.0,90.0,1,0.1,12.35
fold3_room21_mix015.wav,0.0,90.0,3,89.4,24.35
fold3_room21_mix015.wav,0.0,90.0,4,79.4,36.4
fold3_room21_mix015.wav,0.0,90.0,8,0.0,46.7
fold3_room21_mix017.wav,0.0,90.0,1,0.3,1.69
fold3_room21_mix017.wav,0.0,90.0,3,83.3,10.3
fold3_room21_mix017.wav,0.0,90.0,8,0.0,33.1
fold3_room21_mix018.wav,0.0,90.0,7,3.6,45.38
fold3_room21_mix018.wav,0.0,90.0,1,11.4,11.38
fold3_room21_mix018.wav,0.0,90.0,4,56.1,14.38
fold3_room21_mix018.wav,0.0,90.0,5,0.0,29.38
fold3_room21_mix020.wav,0.0,90.0,1,16.1,1.74
fold3_room21_mix020.wav,0.0,90.0,5,1.1,11.56
fold3_room21_mix020.wav,0.0,90.0,7,17.7,22.96
fold3_room21_mix020.wav,0.0,90.0,12,15.2,29.96
fold3_room21_mix021.wav,0.0,90.0,1,0.3,4.5
fold3_room21_mix021.wav,0.0,90.0,5,40.6,30.0
fold3_room21_mix021.wav,0.0,90.0,7,61.6,53.0
fold3_room21_mix021.wav,0.0,90.0,8,0.0,73.0
fold3_room21_mix022.wav,0.0,90.0,1,0.2,4.7
fold3_room21_mix022.wav,0.0,90.0,2,69.2,11.1
fold3_room21_mix022.wav,0.0,90.0,3,86.7,23.2
fold3_room21_mix022.wav,0.0,90.0,4,19.9,34.9
fold3_room21_mix023.wav,0.0,90.0,1,64.8,34.88
fold3_room21_mix023.wav,0.0,90.0,3,58.2,59.53
fold3_room21_mix023.wav,0.0,90.0,5,0.6,87.93
fold3_room21_mix025.wav,0.0,90.0,1,0.5,17.59
fold3_room21_mix025.wav,0.0,90.0,4,52.1,39.34
fold3_room21_mix025.wav,0.0,90.0,5,0.0,51.34
fold3_room21_mix025.wav,0.0,90.0,8,0.0,70.43
fold3_room21_mix025.wav,90.0,180.0,1,108.4,108.0
fold3_room21_mix025.wav,90.0,180.0,4,151.7,120.0
fold3_room21_mix025.wav,90.0,180.0,5,90.0,125.0
fold3_room21_mix025.wav,90.0,180.0,8,90.0,143.0
fold3_room21_mix026.wav,0.0,90.0,1,0.6,35.0
fold3_room21_mix026.wav,0.0,90.0,4,73.4,52.0
fold3_room21_mix026.wav,0.0,90.0,5,45.3,55.0
fold3_room21_mix026.wav,0.0,90.0,8,0.0,57.0
fold3_room21_mix026.wav,90.0,180.0,1,116.4,102.5
fold3_room21_mix026.wav,90.0,180.0,4,90.0,116.5
fold3_room21_mix026.wav,90.0,180.0,5,90.0,123.5
fold3_room21_mix026.wav,90.0,180.0,8,90.0,138.5
fold3_room21_mix027.wav,0.0,90.0,1,15.0,10.0
fold3_room21_mix027.wav,0.0,90.0,12,13.2,40.0
fold3_room21_mix027.wav,0.0,90.0,5,0.0,20.0
fold3_room21_mix027.wav,0.0,90.0,11,0.0,30.0
fold3_room21_mix028.wav,0.0,90.0,12,8.2,50.0
fold3_room21_mix028.wav,0.0,90.0,7,11.2,10.0
fold3_room21_mix028.wav,0.0,90.0,11,1.7,30.0
fold3_room21_mix028.wav,0.0,90.0,1,10.3,
fold3_room21_mix029.wav,0.0,90.0,1,0.0,10.81
fold3_room21_mix029.wav,0.0,90.0,4,12.6,19.6
fold3_room21_mix029.wav,0.0,90.0,5,0.0,31.3
fold3_room21_mix029.wav,0.0,90.0,8,0.0,40.4
fold3_room21_mix029.wav,90.0,180.0,1,97.2,104.2
fold3_room21_mix029.wav,90.0,180.0,4,121.8,106.8
fold3_room21_mix029.wav,90.0,180.0,5,90.0,117.5
fold3_room21_mix029.wav,90.0,180.0,8,90.0,123.5
